index,created_date,Price,below_price,Area,Adress,Bedrooms,Bathrooms,Parking_Spaces,Latitude,Longitude,Ano,Bairro,Cidade
0,2021-02-08,539000.0,False,43.0,"Rua Coronel Luís Barroso 582, Santo Amaro - São Paulo/SP",1.0,1.0,1.0,-23.64700152286752,-46.70490466506418,2021.0,Santo Amaro,São Paulo
1,2018-03-27,1649980.0,False,45.0,"Rua Diogo Jácome 955, Vila Nova Conceição - São Paulo/SP",1.0,1.0,1.0,,,2018.0,Vila Nova Conceição,São Paulo
2,2020-07-22,1149000.0,False,57.0,"Rua Fernão Dias 323, Pinheiros - São Paulo/SP",1.0,1.0,1.0,-23.56413595,-46.69517321540903,2020.0,Pinheiros,São Paulo
3,2024-11-12,255000.0,False,55.0,"Avenida Paes de Barros 411, Mooca - São Paulo/SP",1.0,1.0,1.0,-23.55915035,-46.59986904629216,2024.0,Mooca,São Paulo
4,2021-10-29,232800.0,False,35.0,"Rua Professor Artur Primavesi 154, Parque Bristol - São Paulo/SP",1.0,1.0,1.0,,,2021.0,Parque Bristol,São Paulo
5,2021-02-08,630000.0,False,35.0,"Rua Guararapes 305, Brooklin Paulista - São Paulo/SP",1.0,1.0,1.0,,,2021.0,Brooklin Paulista,São Paulo
6,2018-03-27,210000.0,False,42.0,"Rua Antônio Pais de Sande , Vila Mirante - São Paulo/SP",1.0,1.0,1.0,-23.47033400694629,-46.72317915217301,2018.0,Vila Mirante,São Paulo
7,2018-03-30,640000.0,False,47.0,"Rua Doutor Jesuíno Maciel 2105, Campo Belo - São Paulo/SP",1.0,1.0,1.0,-23.62681149561859,-46.663729669008255,2018.0,Campo Belo,São Paulo
8,2022-08-11,390000.0,False,45.0,"Rua Marquês de Itu 836, Vila Buarque - São Paulo/SP",1.0,1.0,1.0,-23.543865389310827,-46.645592199322415,2022.0,Vila Buarque,São Paulo
9,2018-03-28,1050000.0,False,45.0,"Avenida Moema 267, Moema - São Paulo/SP",1.0,1.0,2.0,-23.60482437423106,-46.6582722533614,2018.0,Moema,São Paulo
10,2018-03-27,2553192.0,False,90.0,"Rua Itacema 65, Itaim Bibi - São Paulo/SP",1.0,1.0,2.0,-23.579465084589025,-46.673280870640205,2018.0,Itaim Bibi,São Paulo
11,2023-05-30,2300000.0,False,86.0,"Rua Oliveira Dias , Jardim Paulista - São Paulo/SP",1.0,1.0,2.0,-23.58167493911725,-46.66978213543193,2023.0,Jardim Paulista,São Paulo
12,2018-03-27,438800.0,False,80.0,"Avenida Senador José Ermírio de Moraes 389, Tremembé - São Paulo/SP",1.0,1.0,2.0,-23.452523509704413,-46.6145932381845,2018.0,Tremembé,São Paulo
13,2018-03-27,389000.0,False,58.0,"Rua Itaiteva 125, Jardim Ampliação - São Paulo/SP",1.0,1.0,2.0,,,2018.0,Jardim Ampliação,São Paulo
14,2019-02-19,369000.0,False,42.0,"Rua Voluntários da Pátria , Santana - São Paulo/SP",1.0,1.0,2.0,-23.5137228,-46.62600613655272,2019.0,Santana,São Paulo
15,2018-03-27,360000.0,False,42.0,"Rua Alexandre Benois 125, Vila Andrade - São Paulo/SP",1.0,1.0,2.0,-23.636001915256507,-46.73780430432569,2018.0,Vila Andrade,São Paulo
16,2024-08-16,438800.0,False,80.0,"Avenida Senador José Ermírio de Moraes 389, Tremembé - São Paulo/SP",1.0,1.0,2.0,-23.452523509704413,-46.6145932381845,2024.0,Tremembé,São Paulo
17,2022-07-20,340000.0,False,45.0,"Rua das Perobas , Vila Parque Jabaquara - São Paulo/SP",1.0,1.0,2.0,,,2022.0,Vila Parque Jabaquara,São Paulo
18,2018-03-27,320000.0,False,40.0,"Rua Francisco Rossano , Sítio da Figueira - São Paulo/SP",1.0,1.0,2.0,,,2018.0,Sítio da Figueira,São Paulo
19,2018-03-27,215000.0,False,38.0,"Rua Kenkiti Shimomoto 1500, Jardim Boa Vista (Zona Oeste) - São Paulo/SP",1.0,1.0,3.0,,,2018.0,Jardim Boa Vista (Zona Oeste),São Paulo
20,2018-03-27,692000.0,False,50.0,"Avenida Ireré 442, Planalto Paulista - São Paulo/SP",1.0,1.0,3.0,,,2018.0,Planalto Paulista,São Paulo
21,2018-03-27,215000.0,False,35.0,"Rua Serra das Divisões , Cidade Líder - São Paulo/SP",1.0,1.0,3.0,-23.555372380949915,-46.48753685072094,2018.0,Cidade Líder,São Paulo
22,2018-03-27,550000.0,False,52.0,"Rua Monsenhor Passaláqua 175, Bela Vista - São Paulo/SP",1.0,1.0,3.0,-23.56067898116271,-46.64137957443678,2018.0,Bela Vista,São Paulo
23,2018-03-27,2058000.0,False,132.0,"Rua Haddock Lobo 829, Cerqueira César - São Paulo/SP",1.0,1.0,3.0,-23.55968615,-46.66316625,2018.0,Cerqueira César,São Paulo
24,2018-03-28,315000.0,False,50.0,"Rua João Scatamacchia 292, Vila Campo Grande - São Paulo/SP",1.0,1.0,100.0,-23.679180676503663,-46.67989076049197,2018.0,Vila Campo Grande,São Paulo
25,2018-07-20,400000.0,False,48.0,"Alameda Barros , Santa Cecília - São Paulo/SP",1.0,1.0,48.0,-23.53553493132726,-46.65858666485027,2018.0,Santa Cecília,São Paulo
26,2018-03-27,360000.0,False,35.0,"Rua Xavier Krauss 640, Vila Leopoldina - São Paulo/SP",1.0,1.0,35.0,,,2018.0,Vila Leopoldina,São Paulo
27,2018-03-27,199001.0,False,28.0,"Rua Vitor de Queiroz Matos , Parque São Lucas - São Paulo/SP",1.0,1.0,4.0,,,2018.0,Parque São Lucas,São Paulo
28,2018-03-27,560000.0,False,40.0,"Rua Cândido Lacerda 114, Vila Regente Feijó - São Paulo/SP",1.0,1.0,40.0,,,2018.0,Vila Regente Feijó,São Paulo
29,2018-03-28,1083000.0,False,60.0,"Rua Pedroso Alvarenga 610, Itaim Bibi - São Paulo/SP",1.0,1.0,5.0,-23.58128734868324,-46.67636342519726,2018.0,Itaim Bibi,São Paulo
30,2018-03-28,778000.0,False,38.0,"Rua Sampaio Viana 180, Paraíso - São Paulo/SP",1.0,1.0,6.0,-23.57345061845568,-46.64561062666732,2018.0,Paraíso,São Paulo
31,2023-09-06,259900.0,False,46.0,"Rua Quixodi 191, Jardim Nordeste - São Paulo/SP",1.0,1.0,7.0,-23.53564463633213,-46.48221881115499,2023.0,Jardim Nordeste,São Paulo
32,2018-03-27,340000.0,False,33.0,"Rua Marie Nader Calfat 270, Jardim Ampliação - São Paulo/SP",1.0,1.0,30.0,,,2018.0,Jardim Ampliação,São Paulo
33,2021-02-08,1200000.0,False,59.0,"Rua Constantino de Sousa 1144, Campo Belo - São Paulo/SP",1.0,2.0,1.0,-23.626844521213176,-46.68246318539821,2021.0,Campo Belo,São Paulo
34,2022-08-29,590000.0,True,67.0,"Rua João Moura 2370, Pinheiros - São Paulo/SP",1.0,2.0,1.0,-23.54856785856128,-46.68829134097778,2022.0,Pinheiros,São Paulo
35,2018-03-27,625000.0,False,59.0,"Rua Cotoxó 536, Perdizes - São Paulo/SP",1.0,2.0,1.0,-23.53166575,-46.68485683328906,2018.0,Perdizes,São Paulo
36,2018-03-28,679980.0,False,42.0,"Rua do Paraíso 667, Paraíso - São Paulo/SP",1.0,2.0,1.0,-23.5745725,-46.6370141,2018.0,Paraíso,São Paulo
37,2018-08-17,520000.0,False,34.0,"Rua Tanque Velho 1519, Vila Nivi - São Paulo/SP",1.0,2.0,1.0,,,2018.0,Vila Nivi,São Paulo
38,2024-10-14,329000.0,False,50.0,"Avenida Ibijaú 362, Moema - São Paulo/SP",1.0,2.0,1.0,-23.606160995774648,-46.66526985633802,2024.0,Moema,São Paulo
39,2018-10-06,0.0,False,43.0,"Rua Viaza 400, Jardim Aeroporto - São Paulo/SP",1.0,2.0,1.0,,,2018.0,Jardim Aeroporto,São Paulo
40,2024-06-19,0.0,False,40.0,"Rua das Pérolas 35, Vila do Encontro - São Paulo/SP",1.0,2.0,1.0,-23.652559537882603,-46.636298371287374,2024.0,Vila do Encontro,São Paulo
41,2020-06-18,1700000.0,False,107.0,"Rua Jean Peltier 311, Cidade Monções - São Paulo/SP",1.0,2.0,2.0,,,2020.0,Cidade Monções,São Paulo
42,2018-03-27,3099980.0,False,62.0,"Rua Fortunato Ferraz 210, Vila Anastácio - São Paulo/SP",1.0,2.0,2.0,-23.5181134,-46.7139169,2018.0,Vila Anastácio,São Paulo
43,2019-09-02,679980.0,False,108.0,"Rua Clodomiro Amazonas 508, Vila Nova Conceição - São Paulo/SP",1.0,2.0,2.0,,,2019.0,Vila Nova Conceição,São Paulo
44,2018-03-27,390000.0,False,58.0,"Rua Itaiteva 88, Jardim Ampliação - São Paulo/SP",1.0,2.0,2.0,,,2018.0,Jardim Ampliação,São Paulo
45,2018-04-04,379000.0,False,70.0,"Rua Doutor Chibata Miyakoshi , Paraíso do Morumbi - São Paulo/SP",1.0,2.0,2.0,,,2018.0,Paraíso do Morumbi,São Paulo
46,2018-03-27,899999.0,False,58.0,"Rua Itaiteva 125, Jardim Ampliação - São Paulo/SP",1.0,2.0,2.0,,,2018.0,Jardim Ampliação,São Paulo
47,2018-03-27,839820.0,True,69.0,"Avenida Imperatriz Leopoldina 915, Vila Leopoldina - São Paulo/SP",1.0,2.0,2.0,-23.529712,-46.73142055,2018.0,Vila Leopoldina,São Paulo
48,2018-03-27,530000.0,False,58.0,"Alameda Ministro Rocha Azevedo 525, Cerqueira César - São Paulo/SP",1.0,2.0,2.0,-23.562208476661723,-46.66024132258611,2018.0,Cerqueira César,São Paulo
49,2021-06-04,521000.0,False,61.0,"Rua Antônio Júlio dos Santos , Fazenda Morumbi - São Paulo/SP",1.0,2.0,2.0,,,2021.0,Fazenda Morumbi,São Paulo
50,2018-03-28,0.0,False,61.0,"Rua Antônio Júlio dos Santos 580, Fazenda Morumbi - São Paulo/SP",1.0,2.0,2.0,,,2018.0,Fazenda Morumbi,São Paulo
51,2022-08-11,4500000.0,False,182.0,"Rua Diogo Jácome 554, Vila Nova Conceição - São Paulo/SP",1.0,2.0,3.0,,,2022.0,Vila Nova Conceição,São Paulo
52,2018-03-27,2350000.0,False,102.0,"Rua das Fiandeiras 48, Vila Olímpia - São Paulo/SP",1.0,2.0,3.0,,,2018.0,Vila Olímpia,São Paulo
53,2018-03-28,4800000.0,False,181.0,"Rua Diogo Jácome 554, Vila Nova Conceição - São Paulo/SP",1.0,2.0,3.0,,,2018.0,Vila Nova Conceição,São Paulo
54,2022-02-04,1550000.0,False,85.0,"Rua Cardeal Arcoverde , Pinheiros - São Paulo/SP",1.0,2.0,3.0,-23.55792078249385,-46.68215041018727,2022.0,Pinheiros,São Paulo
55,2024-03-28,525000.0,False,70.0,"Rua Doutor Martins de Oliveira 529, Jardim Londrina - São Paulo/SP",1.0,2.0,3.0,,,2024.0,Jardim Londrina,São Paulo
56,2018-03-27,6000000.0,True,167.0,"Rua Pedroso Alvarenga 750, Itaim Bibi - São Paulo/SP",1.0,2.0,3.0,-23.581642849586466,-46.6776592591639,2018.0,Itaim Bibi,São Paulo
57,2018-03-27,2200000.0,False,134.0,"Rua Pascoal Vita , Vila Madalena - São Paulo/SP",1.0,2.0,3.0,,,2018.0,Vila Madalena,São Paulo
58,2023-10-03,532000.0,False,46.0,"Rua Francisco de Vitória 114, Jardim Vila Mariana - São Paulo/SP",1.0,2.0,46.0,,,2023.0,Jardim Vila Mariana,São Paulo
59,2018-04-23,846000.0,False,46.0,"Rua Oliveira Alves 760, Ipiranga - São Paulo/SP",1.0,2.0,46.0,-23.5856671,-46.6063812,2018.0,Ipiranga,São Paulo
60,2018-03-30,1276000.0,False,67.0,"Rua Cayowaá , Sumaré - São Paulo/SP",1.0,2.0,4.0,-23.54008401100451,-46.68477652108545,2018.0,Sumaré,São Paulo
61,2018-03-31,1390000.0,False,85.0,"Rua da Consolação , Consolação - São Paulo/SP",1.0,2.0,5.0,-23.5512422,-46.65510160647672,2018.0,Consolação,São Paulo
62,2023-06-29,2100000.0,False,73.0,"Rua Humberto I 1, Vila Mariana - São Paulo/SP",1.0,2.0,7.0,-23.58412253052029,-46.642577688509945,2023.0,Vila Mariana,São Paulo
63,2018-09-19,14000000.0,False,86.0,"Rua da Consolação , Cerqueira César - São Paulo/SP",1.0,2.0,4.0,-23.55698968990809,-46.66440291879316,2018.0,Cerqueira César,São Paulo
64,2018-03-28,1550000.0,False,395.0,"Praça Pereira Coutinho 135, Vila Nova Conceição - São Paulo/SP",1.0,2.0,5.0,,,2018.0,Vila Nova Conceição,São Paulo
65,2024-03-11,0.0,False,95.0,"Rua Vapabussu 66, Jardim Aeroporto - São Paulo/SP",1.0,2.0,9.0,,,2024.0,Jardim Aeroporto,São Paulo
66,2018-03-27,1100000.0,False,96.0,"Rua Otávio Nébias 156, Paraíso - São Paulo/SP",1.0,3.0,1.0,-23.57328509960457,-46.65013354205297,2018.0,Paraíso,São Paulo
67,2019-05-16,1750000.0,False,120.0,"Rua Bandeira Paulista 717, Itaim Bibi - São Paulo/SP",1.0,3.0,1.0,-23.586173414082246,-46.67514128582773,2019.0,Itaim Bibi,São Paulo
68,2020-06-09,417890.0,False,57.0,Parque Reboucas - São Paulo/SP,1.0,3.0,1.0,-23.6952163,-46.666634326649785,2020.0,Parque Reboucas,São Paulo
69,2024-10-28,600000.0,False,600.0,"Rua da Mooca 1022, Mooca - São Paulo/SP",1.0,3.0,1.0,-23.555929364916103,-46.59600696525714,2024.0,Mooca,São Paulo
70,2018-03-27,580000.0,False,47.0,"Rua Almirante Marques de Leão 638, Bela Vista - São Paulo/SP",1.0,3.0,1.0,-23.56224636583604,-46.64901927579721,2018.0,Bela Vista,São Paulo
71,2019-08-21,700000.0,False,87.0,"Rua Nicola Rollo 140, Vila Andrade - São Paulo/SP",1.0,3.0,1.0,-23.627795453875585,-46.74200820995678,2019.0,Vila Andrade,São Paulo
72,2018-03-27,0.0,False,84.0,"Rua Nova York 245, Brooklin Paulista - São Paulo/SP",1.0,3.0,2.0,,,2018.0,Brooklin Paulista,São Paulo
73,2018-03-27,2926000.0,False,91.0,"Rua Leopoldo Couto Magalhães Júnior 695, Itaim Bibi - São Paulo/SP",1.0,3.0,2.0,-23.5892049,-46.6839228,2018.0,Itaim Bibi,São Paulo
74,2021-02-08,1799980.0,False,89.0,"Alameda Jauaperi 411, Moema - São Paulo/SP",1.0,3.0,2.0,-23.601175591148284,-46.663632190592274,2021.0,Moema,São Paulo
75,2018-03-27,1760000.0,False,85.0,"Rua Nova York 246, Brooklin Paulista - São Paulo/SP",1.0,3.0,2.0,,,2018.0,Brooklin Paulista,São Paulo
76,2018-03-27,580000.0,True,84.0,"Rua Nova York 245, Brooklin Paulista - São Paulo/SP",1.0,3.0,2.0,,,2018.0,Brooklin Paulista,São Paulo
77,2018-03-27,410000.0,False,82.0,"Rua Nova York 245, Brooklin Paulista - São Paulo/SP",1.0,3.0,2.0,,,2018.0,Brooklin Paulista,São Paulo
78,2024-01-23,1380000.0,False,104.0,"Rua Caiubi 100, Perdizes - São Paulo/SP",1.0,3.0,3.0,-23.541782183151017,-46.669745324210055,2024.0,Perdizes,São Paulo
79,2018-06-06,720000.0,False,150.0,"Avenida Giovanni Gronchi , Vila Andrade - São Paulo/SP",1.0,3.0,3.0,-23.630587699667142,-46.73644710153039,2018.0,Vila Andrade,São Paulo
80,2018-03-27,1600000.0,False,115.0,Sumaré - São Paulo/SP,1.0,3.0,3.0,-23.53796505,-46.67124372854936,2018.0,Sumaré,São Paulo
81,2021-02-08,2850000.0,False,185.0,"Rua Helion Póvoa 155, Vila Olímpia - São Paulo/SP",1.0,3.0,3.0,-23.59833765,-46.6754799,2021.0,Vila Olímpia,São Paulo
82,2018-03-27,2300000.0,False,138.0,"Avenida Jacutinga , Indianópolis - São Paulo/SP",1.0,3.0,3.0,-23.602158724049,-46.66677758539444,2018.0,Indianópolis,São Paulo
83,2024-03-28,1530000.0,False,122.0,"Rua Ibó 198, Vila Regente Feijó - São Paulo/SP",1.0,3.0,3.0,,,2024.0,Vila Regente Feijó,São Paulo
84,2018-03-30,2099000.0,False,137.0,"Rua José Jannarelli , Vila Progredior - São Paulo/SP",1.0,3.0,4.0,,,2018.0,Vila Progredior,São Paulo
85,2018-03-27,1350000.0,False,782.0,"Rua Urussuí 110, Itaim Bibi - São Paulo/SP",1.0,3.0,4.0,-23.586076727531747,-46.67634761829571,2018.0,Itaim Bibi,São Paulo
86,2022-04-14,2099000.0,False,138.0,"Rua José Jannarelli , Vila Progredior - São Paulo/SP",1.0,3.0,4.0,,,2022.0,Vila Progredior,São Paulo
87,2018-03-27,1590000.0,False,244.0,"Rua Nelson Gama de Oliveira , Vila Andrade - São Paulo/SP",1.0,3.0,6.0,-23.63319031289507,-46.73521746910107,2018.0,Vila Andrade,São Paulo
88,2018-03-27,8900000.0,False,440.0,Vila Nova Conceição - São Paulo/SP,1.0,3.0,4.0,-23.0503416,-47.8327759,2018.0,Vila Nova Conceição,São Paulo
89,2018-04-04,3750000.0,False,200.0,"Rua Carlos Steinen , Paraíso - São Paulo/SP",1.0,3.0,4.0,-23.5761919963882,-46.64798103698969,2018.0,Paraíso,São Paulo
90,2018-03-27,2900000.0,False,232.0,"Avenida Interlagos 1300, Jardim Marajoara - São Paulo/SP",1.0,3.0,4.0,-23.66410432969318,-46.67859139903118,2018.0,Jardim Marajoara,São Paulo
91,2024-10-14,13829000.0,False,386.0,"Praça Pereira Coutinho 142, Vila Nova Conceição - São Paulo/SP",1.0,3.0,5.0,,,2024.0,Vila Nova Conceição,São Paulo
92,2018-03-27,2100000.0,False,289.0,"Alameda dos Anapurus 1790, Indianópolis - São Paulo/SP",1.0,3.0,4.0,-23.6133146,-46.66417654048208,2018.0,Indianópolis,São Paulo
93,2020-10-02,455000.0,False,38.0,"Rua Martiniano de Carvalho , Bela Vista - São Paulo/SP",1.0,11.0,1.0,-23.565391682624437,-46.64271009090827,2020.0,Bela Vista,São Paulo
94,2018-03-27,415000.0,False,53.0,"Rua Campevas , Perdizes - São Paulo/SP",1.0,4.0,1.0,-23.53815860607776,-46.67660299115147,2018.0,Perdizes,São Paulo
95,2018-03-27,1580000.0,False,107.0,"Rua Cristiano Viana , Cerqueira César - São Paulo/SP",1.0,4.0,1.0,,,2018.0,Cerqueira César,São Paulo
96,2021-05-18,1650000.0,False,143.0,"Rua Xavier de Almeida 1135, Ipiranga - São Paulo/SP",1.0,4.0,2.0,-23.5963139,-46.6074096,2021.0,Ipiranga,São Paulo
97,2022-03-17,1250000.0,False,138.0,"Rua Deputado Laércio Corte 625, Paraíso do Morumbi - São Paulo/SP",1.0,4.0,2.0,,,2022.0,Paraíso do Morumbi,São Paulo
98,2018-03-27,1300000.0,False,127.0,"Rua Ettore Lantieri , Sacomã - São Paulo/SP",1.0,5.0,2.0,,,2018.0,Sacomã,São Paulo
99,2018-03-27,1370000.0,False,82.0,"Rua Alvorada 1242, Vila Olímpia - São Paulo/SP",1.0,4.0,2.0,-23.60263425,-46.680217,2018.0,Vila Olímpia,São Paulo
100,2018-03-27,1750000.0,False,164.0,"Rua Assungui , Vila Gumercindo - São Paulo/SP",1.0,4.0,3.0,-23.607074851682544,-46.61772878735191,2018.0,Vila Gumercindo,São Paulo
101,2021-05-18,2590000.0,False,188.0,"Rua Tabor 647, Ipiranga - São Paulo/SP",1.0,6.0,3.0,-23.5767467,-46.6041357,2021.0,Ipiranga,São Paulo
102,2021-05-18,1380000.0,False,117.0,"Rua Doutor Nogueira Martins 325, Saúde - São Paulo/SP",1.0,5.0,3.0,-23.6150298,-46.63395711280033,2021.0,Saúde,São Paulo
103,2024-06-26,9800000.0,False,244.0,"Avenida IV Centenário 1578, Jardim Luzitânia - São Paulo/SP",1.0,5.0,3.0,,,2024.0,Jardim Luzitânia,São Paulo
104,2024-06-26,9800000.0,False,244.0,"Avenida IV Centenário 1578, Jardim Luzitânia - São Paulo/SP",1.0,5.0,3.0,,,2024.0,Jardim Luzitânia,São Paulo
105,2024-06-26,9800000.0,False,244.0,"Avenida IV Centenário 1578, Jardim Luzitânia - São Paulo/SP",1.0,5.0,3.0,,,2024.0,Jardim Luzitânia,São Paulo
106,2021-05-18,1430000.0,False,111.0,"Rua do Boqueirão 305, Saúde - São Paulo/SP",1.0,4.0,3.0,-23.621659514712107,-46.615793471929294,2021.0,Saúde,São Paulo
107,2018-09-24,4750000.0,False,900.0,"Avenida Aricanduva 5378, Vila Califórnia (Zona Leste) - São Paulo/SP",1.0,6.0,10.0,,,2018.0,Vila Califórnia (Zona Leste),São Paulo
108,2021-06-04,2780000.0,True,384.0,"Avenida Doutor Cardoso de Melo , Vila Olímpia - São Paulo/SP",1.0,4.0,7.0,-23.594975584840984,-46.69179270532023,2021.0,Vila Olímpia,São Paulo
109,2018-03-27,15900000.0,False,384.0,"Avenida Doutor Cardoso de Melo , Vila Olímpia - São Paulo/SP",1.0,4.0,7.0,-23.594975584840984,-46.69179270532023,2018.0,Vila Olímpia,São Paulo
110,2018-03-27,3723000.0,False,260.0,"Rua Pedro , Vila Albertina - São Paulo/SP",1.0,4.0,4.0,-23.45881306653005,-46.61846158129951,2018.0,Vila Albertina,São Paulo
111,2021-10-28,6500000.0,False,304.0,Vila Andrade - São Paulo/SP,1.0,5.0,5.0,-23.625687,-46.7269894,2021.0,Vila Andrade,São Paulo
112,2018-03-31,6400000.0,False,144.0,"Rua Salvador Cardoso , Itaim Bibi - São Paulo/SP",1.0,10.0,4.0,-23.58711007508049,-46.68561494244701,2018.0,Itaim Bibi,São Paulo
113,2018-03-27,8970000.0,False,240.0,"Avenida Higienópolis , Higienópolis - São Paulo/SP",1.0,4.0,4.0,-23.54139086269906,-46.66025542580008,2018.0,Higienópolis,São Paulo
114,2022-12-06,0.0,False,327.0,"Avenida Diógenes Ribeiro de Lima , Alto de Pinheiros - São Paulo/SP",1.0,6.0,4.0,-23.55004093787428,-46.70829378514144,2022.0,Alto de Pinheiros,São Paulo
115,2018-03-27,505000.0,False,57.0,"Avenida Doutor Silva Melo , Jardim Taquaral - São Paulo/SP",2.0,1.0,1.0,,,2018.0,Jardim Taquaral,São Paulo
116,2022-03-17,630000.0,True,52.0,"Rua Américo Brasiliense 1025, Chácara Santo Antônio (Zona Sul) - São Paulo/SP",2.0,1.0,1.0,,,2022.0,Chácara Santo Antônio (Zona Sul),São Paulo
117,2018-03-27,265000.0,False,42.0,"Rua Major Alfredo Romão 316, Vila Clarice - São Paulo/SP",2.0,1.0,1.0,,,2018.0,Vila Clarice,São Paulo
118,2018-03-27,430000.0,False,53.0,"Rua João Ventura Batista 238, Vila Guilherme - São Paulo/SP",2.0,1.0,1.0,-23.514986806989707,-46.60883744120894,2018.0,Vila Guilherme,São Paulo
119,2018-03-27,280000.0,False,45.0,"Rua Demerval da Fonseca , Jardim Santa Terezinha (Zona Leste) - São Paulo/SP",2.0,1.0,1.0,,,2018.0,Jardim Santa Terezinha (Zona Leste),São Paulo
120,2018-03-27,258160.0,True,50.0,"Avenida Itaquera 100, Vila Carmosina - São Paulo/SP",2.0,1.0,1.0,-23.54228368289494,-46.45834563669591,2018.0,Vila Carmosina,São Paulo
121,2024-03-19,360000.0,False,61.0,"Rua Franklin do Amaral 550, Vila Nova Cachoeirinha - São Paulo/SP",2.0,1.0,1.0,-23.4741689,-46.6551173,2024.0,Vila Nova Cachoeirinha,São Paulo
122,2018-03-27,254000.0,False,51.0,"Rua Jequirana de Goiás 515, Jardim Santo Antônio - São Paulo/SP",2.0,1.0,1.0,,,2018.0,Jardim Santo Antônio,São Paulo
123,2024-11-19,390000.0,True,60.0,"Rua Major Freire 122, Vila Monte Alegre - São Paulo/SP",2.0,1.0,1.0,-23.627998582567283,-46.63616971269642,2024.0,Vila Monte Alegre,São Paulo
124,2018-03-27,234310.0,False,58.0,"Rua Vasco Balboa 10, Jardim Ipanema (Zona Oeste) - São Paulo/SP",2.0,1.0,1.0,,,2018.0,Jardim Ipanema (Zona Oeste),São Paulo
125,2024-03-19,360000.0,False,61.0,"Rua Franklin do Amaral 550, Vila Nova Cachoeirinha - São Paulo/SP",2.0,1.0,1.0,-23.4741689,-46.6551173,2024.0,Vila Nova Cachoeirinha,São Paulo
126,2024-07-17,980000.0,False,58.0,"Alameda Franca 584, Jardim Paulista - São Paulo/SP",2.0,1.0,2.0,-23.56479675,-46.65968758767545,2024.0,Jardim Paulista,São Paulo
127,2018-03-27,1010000.0,False,74.0,"Avenida Marquês de São Vicente 2860, Água Branca - São Paulo/SP",2.0,1.0,2.0,,,2018.0,Água Branca,São Paulo
128,2021-02-08,1643000.0,False,76.0,"Avenida Roque Petroni Júnior 630, Jardim das Acácias - São Paulo/SP",2.0,1.0,2.0,,,2021.0,Jardim das Acácias,São Paulo
129,2018-03-27,330000.0,False,57.0,"Rua Maria Lúcia Duarte , Vila Pirituba - São Paulo/SP",2.0,1.0,2.0,-23.48002990497076,-46.74552688700411,2018.0,Vila Pirituba,São Paulo
130,2018-06-25,320000.0,False,60.0,"Rua Conselheiro Moreira de Barros 3600, Lauzane Paulista - São Paulo/SP",2.0,1.0,2.0,-23.48308367738547,-46.64602123417457,2018.0,Lauzane Paulista,São Paulo
131,2018-03-27,598000.0,False,48.0,"Avenida dos Ourives 330, Jardim São Savério - São Paulo/SP",2.0,1.0,2.0,,,2018.0,Jardim São Savério,São Paulo
132,2023-08-16,1700000.0,False,86.0,"Rua Aimberê 938, Perdizes - São Paulo/SP",2.0,1.0,3.0,-23.53803645,-46.682287487971486,2023.0,Perdizes,São Paulo
133,2023-05-30,1901000.0,False,97.0,"Rua Antônio Aggio , Jardim Ampliação - São Paulo/SP",2.0,1.0,3.0,,,2023.0,Jardim Ampliação,São Paulo
134,2018-03-27,1160000.0,False,83.0,"Rua Engenheiro Mac Lean 427, Santana - São Paulo/SP",2.0,1.0,3.0,-23.49828815,-46.63602524477007,2018.0,Santana,São Paulo
135,2018-03-27,400000.0,False,58.0,Jardim Santo Elias - São Paulo/SP,2.0,1.0,3.0,-23.497383,-46.7491811,2018.0,Jardim Santo Elias,São Paulo
136,2018-03-27,600000.0,False,60.0,Sítio Pinheirinho - São Paulo/SP,2.0,1.0,3.0,-23.1491477,-46.867894740933785,2018.0,Sítio Pinheirinho,São Paulo
137,2018-03-27,1000000.0,False,225.0,Moema - São Paulo/SP,3.0,1.0,3.0,-23.597085,-46.6628884,2018.0,Moema,São Paulo
138,2018-03-28,600000.0,True,63.0,"Rua Gaspar Fernandes , Vila Monumento - São Paulo/SP",2.0,1.0,3.0,-23.57479834563116,-46.61495131735664,2018.0,Vila Monumento,São Paulo
139,2018-03-27,370000.0,False,143.0,Cambuci - São Paulo/SP,2.0,1.0,3.0,-23.5659114,-46.61367950054397,2018.0,Cambuci,São Paulo
140,2024-06-12,0.0,False,152.0,"Rua Salvador Bicudo 116, Tucuruvi - São Paulo/SP",2.0,1.0,3.0,-23.478355176564268,-46.607679701286266,2024.0,Tucuruvi,São Paulo
141,2018-03-27,0.0,False,57.0,"Rua Charles Darwin 257, Vila Santa Catarina - São Paulo/SP",2.0,1.0,3.0,,,2018.0,Vila Santa Catarina,São Paulo
142,2018-03-27,4850000.0,False,132.0,"Rua Coronel Joaquim Ferreira Lobo , Vila Nova Conceição - São Paulo/SP",2.0,1.0,4.0,,,2018.0,Vila Nova Conceição,São Paulo
143,2018-03-27,340000.0,False,50.0,"Rua Togo 501, Jardim Japão - São Paulo/SP",2.0,1.0,50.0,-23.506998932269106,-46.5816052332026,2018.0,Jardim Japão,São Paulo
144,2019-10-25,232000.0,False,60.0,"Rua Brasilina Fonseca , Vila Campestre - São Paulo/SP",2.0,1.0,11.0,,,2019.0,Vila Campestre,São Paulo
